auprc,recall,precision,auroc,loss,val_auprc,val_recall,val_precision,val_auroc,val_loss
0.9575987458229065,0.9628754258155823,0.9630844593048096,0.44982245564460754,0.4500029683113098,0.9473463892936707,0.999971330165863,0.9538818001747131,0.42671653628349304,0.24042819440364838
0.9690120220184326,0.999994158744812,0.963267982006073,0.5329067707061768,0.18978263437747955,0.9674171209335327,0.9999960660934448,0.953864574432373,0.5990645289421082,0.2025597095489502
0.976720929145813,0.9999980926513672,0.9633024334907532,0.627446711063385,0.17059054970741272,0.97281813621521,0.9999982714653015,0.9538724422454834,0.648140549659729,0.19381777942180634
0.9796116948127747,0.9999874234199524,0.963330864906311,0.6622302532196045,0.16395880281925201,0.975330114364624,0.9999775886535645,0.9538630247116089,0.6727853417396545,0.1889716237783432
0.9812805652618408,0.9999614953994751,0.9633100032806396,0.6843318939208984,0.15974904596805573,0.9770406484603882,0.9999685883522034,0.9539150595664978,0.6906957030296326,0.1850442737340927
0.9825395345687866,0.9999558329582214,0.9633177518844604,0.7018559575080872,0.15622636675834656,0.9784259796142578,0.9999578595161438,0.9539121985435486,0.7060744166374207,0.1817064732313156
0.9836864471435547,0.9999445080757141,0.9633262753486633,0.7181024551391602,0.15293656289577484,0.9796610474586487,0.9999555349349976,0.9538947939872742,0.7198374271392822,0.17864932119846344
0.9847695231437683,0.9999385476112366,0.9633410573005676,0.7331907749176025,0.14976316690444946,0.9808228015899658,0.9999518990516663,0.9539036750793457,0.7320052981376648,0.17571040987968445
0.9857954978942871,0.9999290108680725,0.9633393287658691,0.7471538782119751,0.14673280715942383,0.9818367958068848,0.9999268651008606,0.9539182186126709,0.7423138618469238,0.173015296459198
0.9867159128189087,0.9999215006828308,0.9633544087409973,0.7593545913696289,0.14389276504516602,0.9826828837394714,0.9999296069145203,0.9539209604263306,0.7505173683166504,0.17063947021961212
0.9875583052635193,0.9999127984046936,0.9633744955062866,0.7702354788780212,0.14126800000667572,0.9833779335021973,0.9999241828918457,0.9538921117782593,0.757634162902832,0.1686890572309494
0.9882895946502686,0.9999077916145325,0.9633826017379761,0.7800021767616272,0.13896426558494568,0.9839869737625122,0.9999193549156189,0.9539235234260559,0.7640089988708496,0.16691993176937103
0.9889639019966125,0.9998974204063416,0.9633424282073975,0.7894631624221802,0.13703718781471252,0.9845355749130249,0.9999207854270935,0.9539824724197388,0.7696539163589478,0.16537976264953613
0.9896193742752075,0.9998971223831177,0.9633910655975342,0.798385500907898,0.13509666919708252,0.9849308729171753,0.9999068975448608,0.953942596912384,0.7744739651679993,0.1644849181175232
0.9901689291000366,0.9998910427093506,0.9633971452713013,0.8064613342285156,0.13355962932109833,0.9852928519248962,0.9999061226844788,0.9539092779159546,0.7790889143943787,0.16374877095222473
0.9906985759735107,0.9998912811279297,0.9633527398109436,0.8145835995674133,0.13229189813137054,0.9856492280960083,0.9999136924743652,0.953929603099823,0.7836785316467285,0.1630319505929947
0.9911900162696838,0.9998828768730164,0.963390588760376,0.8222360014915466,0.1309817135334015,0.9859233498573303,0.9999039769172668,0.9539697766304016,0.7874109745025635,0.1624961942434311
0.9916293621063232,0.9998893737792969,0.9633916616439819,0.8289551734924316,0.12989799678325653,0.9861005544662476,0.999907910823822,0.9539522528648376,0.7902438044548035,0.1622306853532791
0.9919878244400024,0.999886155128479,0.9633781909942627,0.8343936800956726,0.12900370359420776,0.9862300753593445,0.9998978972434998,0.9539690017700195,0.7921899557113647,0.16207483410835266
0.9922993183135986,0.9998834729194641,0.9633869528770447,0.8389600515365601,0.1281457543373108,0.9862874746322632,0.999886155128479,0.9539608359336853,0.7935636639595032,0.1620805561542511
0.9925458431243896,0.9998860955238342,0.9633607864379883,0.8425232172012329,0.12747885286808014,0.9862979650497437,0.9998897314071655,0.9539405107498169,0.7944249510765076,0.16213153302669525
0.992764949798584,0.9998837113380432,0.9633880257606506,0.8455662727355957,0.1267498880624771,0.9863075017929077,0.9999087452888489,0.9539399147033691,0.7951974868774414,0.1621198058128357
0.992957353591919,0.9998778700828552,0.9634207487106323,0.8481882214546204,0.12606804072856903,0.9862774610519409,0.9999108910560608,0.9539466500282288,0.7954504489898682,0.1622719019651413
0.9930992722511292,0.9998834133148193,0.9633777737617493,0.8502563834190369,0.125636488199234,0.9862130880355835,0.999906063079834,0.9539768695831299,0.7956002354621887,0.16239939630031586
